Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-24662,2025-09-18,2025-09-22,First Class,CUS-5901,Customer_179,Consumer,South,Office Supplies,Storage,Storage_209,50.48,8,0.15,15.8
ORD-57576,2023-03-01,2023-03-05,Standard Class,CUS-7951,Customer_180,Home Office,East,Furniture,Tables,Tables_292,1592.51,6,0.2,364.8
ORD-50306,2023-08-05,2023-08-10,First Class,CUS-5097,Customer_181,Consumer,Central,Technology,Copiers,Copiers_320,4499.56,4,0.2,1154.42
ORD-41385,2025-03-07,2025-03-11,Second Class,CUS-8484,Customer_182,Corporate,South,Furniture,Tables,Tables_833,2369.21,5,0.2,428.64
ORD-17592,2023-03-06,2023-03-11,First Class,CUS-5949,Customer_183,Consumer,West,Furniture,Chairs,Chairs_875,760.74,5,0.0,266.73
ORD-41571,2025-06-11,2025-06-17,Standard Class,CUS-4263,Customer_184,Home Office,Central,Furniture,Chairs,Chairs_748,2930.37,4,0.0,982.63
ORD-84364,2024-07-31,2024-08-06,Standard Class,CUS-7302,Customer_185,Consumer,East,Office Supplies,Art,Art_226,337.0,1,0.1,54.96
ORD-20322,2022-12-22,2022-12-26,Second Class,CUS-8916,Customer_186,Corporate,East,Furniture,Furnishings,Furnishings_774,130.24,1,0.25,18.31
ORD-21226,2024-04-12,2024-04-19,First Class,CUS-2747,Customer_187,Home Office,Central,Office Supplies,Art,Art_237,135.15,10,0.3,25.87
ORD-73699,2022-11-14,2022-11-20,First Class,CUS-4886,Customer_188,Corporate,Central,Furniture,Chairs,Chairs_643,856.07,2,0.15,33.23
ORD-19071,2024-01-28,2024-02-02,Second Class,CUS-7248,Customer_189,Home Office,East,Office Supplies,Paper,Paper_666,43.93,1,0.3,8.45
ORD-79822,2023-04-06,2023-04-07,First Class,CUS-6881,Customer_190,Home Office,West,Furniture,Furnishings,Furnishings_620,2883.5,10,0.1,298.06
ORD-26483,2025-03-24,2025-03-27,First Class,CUS-5847,Customer_191,Consumer,South,Technology,Computers,Computers_848,2417.36,4,0.2,373.25
ORD-26828,2023-03-18,2023-03-23,Standard Class,CUS-5837,Customer_192,Consumer,West,Technology,Phones,Phones_496,4484.28,10,0.2,1087.36
ORD-96474,2023-03-11,2023-03-12,First Class,CUS-1359,Customer_193,Corporate,Central,Office Supplies,Art,Art_720,167.89,2,0.1,21.18
ORD-72296,2025-07-01,2025-07-02,First Class,CUS-7484,Customer_194,Consumer,West,Furniture,Furnishings,Furnishings_528,463.18,2,0.15,45.74
ORD-82063,2024-06-17,2024-06-21,Second Class,CUS-5497,Customer_195,Consumer,East,Office Supplies,Binders,Binders_380,242.42,2,0.3,17.17
ORD-31643,2023-11-11,2023-11-18,Second Class,CUS-1132,Customer_196,Home Office,Central,Furniture,Bookcases,Bookcases_401,430.47,10,0.2,115.54
ORD-44741,2023-08-12,2023-08-19,Same Day,CUS-1803,Customer_197,Consumer,South,Furniture,Tables,Tables_241,1509.44,3,0.2,0.2
ORD-79163,2025-03-17,2025-03-20,Standard Class,CUS-9138,Customer_198,Home Office,East,Furniture,Bookcases,Bookcases_963,2768.86,7,0.0,1025.63
ORD-89507,2024-12-30,2025-01-03,First Class,CUS-5689,Customer_199,Home Office,East,Office Supplies,Art,Art_981,265.18,10,0.25,5.61
ORD-65461,2024-12-20,2024-12-24,First Class,CUS-4770,Customer_200,Home Office,South,Furniture,Tables,Tables_305,1887.85,3,0.3,466.35
ORD-37760,2023-04-21,2023-04-27,Same Day,CUS-6772,Customer_201,Corporate,South,Technology,Accessories,Accessories_803,825.36,2,0.2,236.43
ORD-80686,2023-08-07,2023-08-13,First Class,CUS-4588,Customer_202,Corporate,West,Furniture,Tables,Tables_827,226.83,3,0.3,22.32
ORD-36365,2024-10-20,2024-10-21,Standard Class,CUS-4115,Customer_203,Corporate,Central,Office Supplies,Binders,Binders_615,64.3,5,0.25,8.28
ORD-50857,2023-11-08,2023-11-13,Same Day,CUS-5106,Customer_204,Home Office,South,Office Supplies,Pens,Pens_827,303.28,5,0.3,28.65
ORD-62296,2025-01-20,2025-01-25,Standard Class,CUS-3240,Customer_205,Corporate,South,Technology,Accessories,Accessories_675,520.31,8,0.25,86.18
ORD-98039,2023-07-26,2023-08-01,Same Day,CUS-2591,Customer_206,Corporate,Central,Furniture,Furnishings,Furnishings_790,1190.38,2,0.25,2.64
ORD-95180,2024-02-07,2024-02-14,Same Day,CUS-1645,Customer_207,Consumer,South,Office Supplies,Art,Art_392,279.55,8,0.2,2.74
ORD-58944,2022-11-15,2022-11-22,Second Class,CUS-6061,Customer_208,Corporate,South,Furniture,Chairs,Chairs_635,1227.09,5,0.2,21.24
ORD-67422,2022-12-24,2022-12-27,Standard Class,CUS-8222,Customer_209,Corporate,West,Technology,Phones,Phones_490,860.23,7,0.25,93.17
ORD-77839,2025-06-13,2025-06-19,First Class,CUS-1546,Customer_210,Home Office,East,Technology,Phones,Phones_786,1405.27,6,0.1,186.43
ORD-69177,2025-03-25,2025-03-30,First Class,CUS-6977,Customer_211,Home Office,East,Technology,Computers,Computers_373,4645.17,5,0.25,750.71
ORD-25860,2024-12-23,2024-12-30,Standard Class,CUS-3153,Customer_212,Home Office,East,Technology,Accessories,Accessories_799,3396.11,3,0.0,1350.74
ORD-42493,2024-02-21,2024-02-23,First Class,CUS-2476,Customer_213,Home Office,East,Furniture,Tables,Tables_959,1538.54,2,0.2,178.31
ORD-39451,2025-06-08,2025-06-11,First Class,CUS-5835,Customer_214,Home Office,South,Technology,Accessories,Accessories_308,112.94,5,0.15,22.27
ORD-18392,2023-09-21,2023-09-24,Standard Class,CUS-6352,Customer_215,Home Office,Central,Office Supplies,Paper,Paper_467,496.28,1,0.2,61.88
ORD-54313,2023-11-29,2023-12-05,Same Day,CUS-7807,Customer_216,Corporate,Central,Furniture,Chairs,Chairs_730,2047.22,7,0.25,469.18
ORD-12757,2023-06-27,2023-06-28,Standard Class,CUS-3877,Customer_217,Home Office,West,Office Supplies,Art,Art_985,165.29,7,0.2,44.74
ORD-87110,2025-03-15,2025-03-20,Same Day,CUS-4289,Customer_218,Home Office,West,Technology,Copiers,Copiers_343,4402.38,6,0.25,1048.68
ORD-82603,2022-12-10,2022-12-12,First Class,CUS-3165,Customer_219,Consumer,South,Office Supplies,Pens,Pens_809,136.63,1,0.3,33.11
ORD-40161,2024-01-04,2024-01-05,First Class,CUS-9837,Customer_220,Corporate,Central,Office Supplies,Paper,Paper_490,276.57,5,0.15,9.2
ORD-87128,2023-06-02,2023-06-07,First Class,CUS-6994,Customer_221,Corporate,Central,Furniture,Furnishings,Furnishings_907,1944.61,5,0.15,538.55
ORD-38864,2023-01-15,2023-01-19,Second Class,CUS-9697,Customer_222,Corporate,East,Office Supplies,Pens,Pens_665,118.32,3,0.15,29.64
ORD-10942,2023-02-15,2023-02-17,Same Day,CUS-9221,Customer_223,Home Office,South,Technology,Phones,Phones_861,4893.07,8,0.0,825.01
ORD-19305,2023-02-06,2023-02-10,Second Class,CUS-5465,Customer_224,Home Office,South,Furniture,Tables,Tables_735,2269.76,2,0.0,878.16
ORD-92719,2025-04-24,2025-04-26,Second Class,CUS-3695,Customer_225,Home Office,East,Furniture,Tables,Tables_748,1717.66,8,0.25,33.41
ORD-17716,2024-01-26,2024-02-02,Standard Class,CUS-5210,Customer_226,Consumer,South,Office Supplies,Pens,Pens_873,98.49,4,0.0,29.93
ORD-40007,2023-03-03,2023-03-05,Second Class,CUS-8894,Customer_227,Home Office,South,Office Supplies,Art,Art_856,36.39,10,0.1,4.27
ORD-18834,2025-09-04,2025-09-07,Standard Class,CUS-5835,Customer_228,Consumer,West,Office Supplies,Binders,Binders_894,166.83,7,0.15,25.76
ORD-14117,2024-03-01,2024-03-08,Standard Class,CUS-6549,Customer_229,Corporate,Central,Office Supplies,Binders,Binders_401,379.06,3,0.15,91.26
ORD-53309,2024-08-22,2024-08-27,Second Class,CUS-2886,Customer_230,Home Office,South,Furniture,Tables,Tables_799,881.06,8,0.3,104.84
ORD-19287,2024-08-25,2024-08-27,Same Day,CUS-8673,Customer_231,Consumer,West,Technology,Computers,Computers_277,2720.8,2,0.25,280.92
ORD-77391,2024-07-18,2024-07-20,Same Day,CUS-2233,Customer_232,Consumer,Central,Office Supplies,Art,Art_222,366.69,3,0.0,72.57
ORD-41195,2025-10-10,2025-10-12,Same Day,CUS-3306,Customer_233,Home Office,East,Furniture,Chairs,Chairs_538,413.04,9,0.3,83.39
ORD-46500,2025-03-03,2025-03-06,Same Day,CUS-4696,Customer_234,Corporate,West,Furniture,Bookcases,Bookcases_233,2087.36,7,0.15,142.24
ORD-97684,2024-05-24,2024-05-25,Same Day,CUS-7511,Customer_235,Corporate,West,Technology,Accessories,Accessories_105,504.76,4,0.2,65.13
ORD-73624,2023-11-01,2023-11-07,Second Class,CUS-6992,Customer_236,Corporate,Central,Furniture,Furnishings,Furnishings_826,2898.88,10,0.0,1075.85
ORD-38080,2025-03-31,2025-04-05,Second Class,CUS-2479,Customer_237,Consumer,East,Technology,Phones,Phones_257,2467.55,2,0.2,626.15
ORD-80678,2025-08-19,2025-08-20,First Class,CUS-7464,Customer_238,Consumer,West,Furniture,Chairs,Chairs_892,536.96,8,0.15,78.01
ORD-27342,2024-10-13,2024-10-19,Same Day,CUS-1228,Customer_239,Consumer,South,Office Supplies,Art,Art_963,177.77,5,0.15,45.14
ORD-84847,2024-12-27,2025-01-03,Second Class,CUS-5332,Customer_240,Consumer,South,Office Supplies,Pens,Pens_602,212.57,2,0.2,52.49
ORD-85525,2025-10-17,2025-10-20,First Class,CUS-9791,Customer_241,Corporate,South,Office Supplies,Art,Art_466,381.51,1,0.15,111.27
ORD-71953,2025-03-09,2025-03-13,Same Day,CUS-3024,Customer_242,Home Office,East,Technology,Accessories,Accessories_638,3729.95,2,0.0,982.29
ORD-41850,2023-09-09,2023-09-12,Standard Class,CUS-8451,Customer_243,Consumer,West,Technology,Computers,Computers_633,3079.11,2,0.3,34.91
ORD-71993,2024-12-17,2024-12-19,First Class,CUS-7038,Customer_244,Consumer,South,Technology,Computers,Computers_525,574.36,10,0.1,72.71
ORD-63354,2025-07-04,2025-07-06,Second Class,CUS-5295,Customer_245,Corporate,East,Office Supplies,Art,Art_513,84.27,5,0.1,11.69
ORD-34957,2024-02-12,2024-02-15,Standard Class,CUS-7242,Customer_246,Home Office,South,Technology,Accessories,Accessories_326,514.1,8,0.1,117.29
ORD-22363,2023-08-30,2023-09-06,Standard Class,CUS-7086,Customer_247,Home Office,Central,Technology,Accessories,Accessories_439,2907.01,1,0.3,-116.74
ORD-22704,2025-06-13,2025-06-14,Standard Class,CUS-2775,Customer_248,Corporate,West,Furniture,Bookcases,Bookcases_323,2643.7,8,0.15,570.54
ORD-96374,2025-03-02,2025-03-06,First Class,CUS-4830,Customer_249,Corporate,West,Office Supplies,Art,Art_586,222.56,3,0.25,18.76
ORD-66498,2025-10-28,2025-10-30,Second Class,CUS-8724,Customer_250,Home Office,East,Office Supplies,Paper,Paper_217,88.82,1,0.0,16.75
ORD-56438,2025-01-11,2025-01-13,Standard Class,CUS-1410,Customer_251,Consumer,East,Office Supplies,Pens,Pens_556,283.44,1,0.3,60.61
ORD-65519,2024-04-13,2024-04-15,Same Day,CUS-6374,Customer_252,Home Office,West,Technology,Computers,Computers_140,4068.17,7,0.0,968.23
ORD-63883,2024-09-14,2024-09-20,Standard Class,CUS-4626,Customer_253,Corporate,South,Office Supplies,Pens,Pens_490,373.44,5,0.15,19.98
ORD-71213,2023-04-18,2023-04-22,Standard Class,CUS-2035,Customer_254,Consumer,South,Technology,Copiers,Copiers_362,4413.18,3,0.0,1535.89
ORD-17100,2024-12-06,2024-12-07,First Class,CUS-8606,Customer_255,Consumer,Central,Office Supplies,Pens,Pens_125,146.17,6,0.15,5.74
ORD-98259,2023-12-03,2023-12-04,First Class,CUS-5951,Customer_256,Corporate,South,Office Supplies,Pens,Pens_626,105.04,7,0.1,28.15
ORD-95649,2024-05-10,2024-05-14,Second Class,CUS-7689,Customer_257,Corporate,East,Office Supplies,Storage,Storage_598,441.11,10,0.0,146.52
ORD-94696,2023-01-27,2023-02-03,Same Day,CUS-2911,Customer_258,Corporate,East,Technology,Accessories,Accessories_767,3304.92,1,0.25,266.97
ORD-22899,2023-04-06,2023-04-08,First Class,CUS-3290,Customer_259,Home Office,South,Technology,Accessories,Accessories_626,1589.1,9,0.15,432.93
ORD-17944,2024-01-26,2024-01-30,Standard Class,CUS-1742,Customer_260,Home Office,East,Technology,Phones,Phones_271,3724.62,8,0.0,948.65
ORD-62772,2024-01-09,2024-01-16,Second Class,CUS-1609,Customer_261,Consumer,West,Office Supplies,Art,Art_107,409.41,8,0.2,56.9
ORD-54473,2024-09-19,2024-09-22,Standard Class,CUS-5986,Customer_262,Corporate,West,Office Supplies,Paper,Paper_315,311.34,7,0.3,-11.33
ORD-24322,2022-12-09,2022-12-11,Standard Class,CUS-9071,Customer_263,Consumer,South,Office Supplies,Binders,Binders_985,347.06,7,0.2,30.2
ORD-42591,2023-12-02,2023-12-08,First Class,CUS-2902,Customer_264,Consumer,West,Office Supplies,Storage,Storage_955,193.88,2,0.25,49.3
ORD-35112,2023-07-06,2023-07-12,Second Class,CUS-2592,Customer_265,Consumer,West,Technology,Computers,Computers_650,2716.54,9,0.25,251.41
ORD-34931,2025-07-15,2025-07-17,Same Day,CUS-4846,Customer_266,Consumer,Central,Office Supplies,Storage,Storage_762,266.84,4,0.2,43.76
ORD-80292,2023-12-31,2024-01-04,Same Day,CUS-9807,Customer_267,Corporate,Central,Technology,Computers,Computers_124,4247.84,1,0.15,784.18
ORD-68800,2024-03-12,2024-03-17,First Class,CUS-3222,Customer_268,Consumer,West,Furniture,Bookcases,Bookcases_138,2535.9,7,0.0,702.77
ORD-28373,2024-08-27,2024-09-03,First Class,CUS-7367,Customer_269,Corporate,South,Technology,Phones,Phones_155,4171.77,8,0.3,-131.83
ORD-65296,2024-06-09,2024-06-13,Second Class,CUS-8432,Customer_270,Corporate,Central,Technology,Accessories,Accessories_671,104.61,2,0.2,11.37
ORD-34050,2025-06-19,2025-06-24,Same Day,CUS-7078,Customer_271,Home Office,East,Technology,Computers,Computers_364,3760.25,10,0.25,721.74
ORD-46509,2024-11-12,2024-11-15,Same Day,CUS-9850,Customer_272,Corporate,East,Furniture,Furnishings,Furnishings_561,2300.16,9,0.0,368.41
ORD-70637,2024-04-26,2024-04-29,Same Day,CUS-7866,Customer_273,Home Office,East,Office Supplies,Storage,Storage_543,342.41,6,0.15,29.47
ORD-42742,2025-09-23,2025-09-27,Standard Class,CUS-3531,Customer_274,Corporate,South,Furniture,Chairs,Chairs_498,2293.17,6,0.2,6.94
ORD-19880,2025-06-19,2025-06-20,Same Day,CUS-7797,Customer_275,Corporate,West,Office Supplies,Paper,Paper_647,422.57,5,0.25,44.9
ORD-68082,2025-06-26,2025-07-03,Standard Class,CUS-2622,Customer_276,Corporate,East,Technology,Phones,Phones_874,2378.08,7,0.2,629.76
ORD-82132,2024-08-24,2024-08-26,Second Class,CUS-9017,Customer_277,Home Office,South,Office Supplies,Art,Art_146,256.0,1,0.15,10.39
ORD-22833,2024-12-06,2024-12-09,Standard Class,CUS-7686,Customer_278,Home Office,Central,Office Supplies,Paper,Paper_466,71.11,2,0.25,2.3
ORD-16630,2025-03-04,2025-03-05,Second Class,CUS-5583,Customer_279,Consumer,West,Office Supplies,Paper,Paper_396,198.83,6,0.0,38.38
ORD-95477,2024-02-04,2024-02-10,Same Day,CUS-1536,Customer_280,Home Office,Central,Office Supplies,Pens,Pens_721,325.25,9,0.2,71.4
ORD-80855,2023-09-02,2023-09-03,Same Day,CUS-7070,Customer_281,Home Office,South,Technology,Accessories,Accessories_883,3912.98,6,0.0,1143.34
ORD-11934,2024-04-25,2024-04-30,Second Class,CUS-4559,Customer_282,Home Office,East,Furniture,Furnishings,Furnishings_504,729.91,2,0.3,54.58
ORD-22224,2025-03-12,2025-03-15,First Class,CUS-8264,Customer_283,Home Office,East,Office Supplies,Paper,Paper_585,77.53,8,0.3,13.78
ORD-40982,2023-09-16,2023-09-18,Second Class,CUS-8285,Customer_284,Consumer,South,Technology,Computers,Computers_239,3332.06,5,0.1,776.0
ORD-31798,2024-09-13,2024-09-15,First Class,CUS-4868,Customer_285,Home Office,East,Office Supplies,Storage,Storage_915,10.92,4,0.15,3.21
ORD-63269,2024-12-24,2024-12-29,Standard Class,CUS-6942,Customer_286,Corporate,West,Office Supplies,Pens,Pens_749,97.4,3,0.2,23.9
ORD-73653,2024-03-25,2024-03-29,Standard Class,CUS-2627,Customer_287,Corporate,South,Technology,Accessories,Accessories_793,193.9,9,0.25,9.86
ORD-73092,2024-09-29,2024-10-02,Standard Class,CUS-7018,Customer_288,Home Office,Central,Office Supplies,Pens,Pens_111,91.77,1,0.3,2.88
ORD-38016,2025-08-04,2025-08-10,Same Day,CUS-9920,Customer_289,Home Office,South,Office Supplies,Art,Art_244,98.85,7,0.15,6.19
ORD-62565,2025-08-08,2025-08-12,Standard Class,CUS-6876,Customer_290,Corporate,West,Technology,Phones,Phones_105,1968.98,4,0.1,297.49
ORD-17685,2023-10-18,2023-10-24,First Class,CUS-1992,Customer_291,Corporate,West,Office Supplies,Art,Art_503,207.14,5,0.25,56.94
ORD-31579,2024-10-29,2024-10-31,Standard Class,CUS-7523,Customer_292,Consumer,South,Office Supplies,Art,Art_187,438.39,7,0.15,64.32
ORD-59672,2023-08-21,2023-08-27,Second Class,CUS-5520,Customer_293,Corporate,South,Furniture,Tables,Tables_866,1579.32,2,0.15,143.95
ORD-10282,2025-08-04,2025-08-06,Second Class,CUS-4109,Customer_294,Corporate,East,Office Supplies,Pens,Pens_316,364.47,6,0.2,83.37
ORD-61173,2023-03-08,2023-03-13,Same Day,CUS-3001,Customer_295,Home Office,West,Furniture,Tables,Tables_264,402.0,8,0.1,85.52
ORD-44760,2023-01-16,2023-01-23,Second Class,CUS-8450,Customer_296,Corporate,South,Technology,Computers,Computers_731,1165.92,2,0.2,52.33
ORD-69638,2023-04-09,2023-04-16,First Class,CUS-2501,Customer_297,Consumer,South,Furniture,Tables,Tables_217,2138.54,8,0.3,137.31
ORD-47388,2023-02-15,2023-02-22,Standard Class,CUS-4475,Customer_298,Corporate,West,Technology,Phones,Phones_971,311.38,4,0.0,69.86
ORD-65444,2022-11-21,2022-11-25,Same Day,CUS-1349,Customer_299,Home Office,South,Office Supplies,Storage,Storage_760,248.43,3,0.25,49.97
ORD-82845,2023-08-16,2023-08-23,Standard Class,CUS-1828,Customer_300,Home Office,East,Office Supplies,Paper,Paper_397,303.69,1,0.1,17.07
ORD-96752,2024-02-24,2024-02-25,Standard Class,CUS-6464,Customer_301,Corporate,West,Office Supplies,Paper,Paper_356,305.05,4,0.15,32.25
ORD-73788,2023-09-13,2023-09-14,First Class,CUS-4990,Customer_302,Home Office,East,Technology,Computers,Computers_843,163.52,1,0.15,29.48
ORD-30289,2024-01-29,2024-02-03,Second Class,CUS-3063,Customer_303,Consumer,East,Office Supplies,Storage,Storage_438,167.83,10,0.0,30.32
ORD-34890,2025-05-29,2025-06-01,Second Class,CUS-4362,Customer_304,Consumer,East,Furniture,Tables,Tables_787,1945.82,4,0.15,415.49
ORD-48890,2023-03-11,2023-03-16,Standard Class,CUS-2124,Customer_305,Corporate,East,Office Supplies,Binders,Binders_202,83.01,8,0.25,9.92
ORD-38534,2025-07-24,2025-07-30,Same Day,CUS-4394,Customer_306,Corporate,West,Furniture,Chairs,Chairs_298,2116.71,7,0.2,229.69
ORD-17665,2025-08-03,2025-08-04,Second Class,CUS-4538,Customer_307,Corporate,East,Furniture,Furnishings,Furnishings_561,2263.18,2,0.1,757.63
ORD-85914,2022-11-21,2022-11-26,Same Day,CUS-4817,Customer_308,Home Office,East,Furniture,Bookcases,Bookcases_810,2947.71,9,0.25,485.33
ORD-81066,2025-02-27,2025-02-28,Second Class,CUS-6383,Customer_309,Consumer,South,Office Supplies,Binders,Binders_679,112.82,5,0.3,-1.24
ORD-17989,2022-12-12,2022-12-17,Same Day,CUS-3417,Customer_310,Consumer,West,Office Supplies,Pens,Pens_927,414.31,8,0.0,111.05
ORD-51104,2024-05-23,2024-05-28,First Class,CUS-1046,Customer_311,Home Office,West,Furniture,Furnishings,Furnishings_272,1608.86,9,0.3,296.38
ORD-17492,2024-06-17,2024-06-18,Same Day,CUS-5542,Customer_312,Consumer,Central,Technology,Accessories,Accessories_352,1898.64,8,0.25,356.08
ORD-16572,2025-09-01,2025-09-08,First Class,CUS-3370,Customer_313,Corporate,West,Technology,Copiers,Copiers_383,655.76,1,0.0,99.43
ORD-86569,2025-04-07,2025-04-14,First Class,CUS-3129,Customer_314,Corporate,West,Furniture,Tables,Tables_795,2232.97,1,0.25,595.59
ORD-72493,2023-11-10,2023-11-11,Same Day,CUS-9850,Customer_315,Corporate,Central,Office Supplies,Pens,Pens_998,125.57,6,0.15,20.05
ORD-75909,2023-05-24,2023-05-29,First Class,CUS-5106,Customer_316,Consumer,West,Furniture,Furnishings,Furnishings_556,1177.12,1,0.15,85.59
ORD-79615,2023-09-08,2023-09-10,Standard Class,CUS-3858,Customer_317,Corporate,West,Furniture,Bookcases,Bookcases_598,281.37,6,0.0,43.35
ORD-30635,2023-12-06,2023-12-11,First Class,CUS-2801,Customer_318,Home Office,West,Office Supplies,Paper,Paper_279,402.67,1,0.25,1.8
ORD-17455,2025-10-21,2025-10-24,Second Class,CUS-1422,Customer_319,Home Office,West,Office Supplies,Art,Art_183,385.63,7,0.25,83.32
ORD-76562,2024-11-02,2024-11-05,Same Day,CUS-3159,Customer_320,Consumer,Central,Furniture,Tables,Tables_651,2227.49,2,0.2,81.55
ORD-20500,2025-01-28,2025-01-29,Standard Class,CUS-1243,Customer_321,Home Office,West,Technology,Accessories,Accessories_851,1532.25,4,0.2,57.52
ORD-34356,2024-12-11,2024-12-15,Same Day,CUS-6869,Customer_322,Home Office,West,Office Supplies,Paper,Paper_844,95.01,9,0.1,28.99
ORD-18981,2025-06-05,2025-06-10,Second Class,CUS-4898,Customer_323,Consumer,Central,Technology,Phones,Phones_969,3205.89,8,0.15,411.58
ORD-87992,2024-03-20,2024-03-26,Second Class,CUS-6304,Customer_324,Corporate,South,Office Supplies,Paper,Paper_932,253.12,9,0.0,27.66
ORD-18907,2024-02-13,2024-02-16,Second Class,CUS-1258,Customer_325,Corporate,East,Office Supplies,Art,Art_514,97.34,3,0.3,-3.35
ORD-98501,2023-04-22,2023-04-28,First Class,CUS-3854,Customer_326,Corporate,South,Office Supplies,Binders,Binders_137,346.1,10,0.15,23.41
ORD-40828,2023-01-11,2023-01-12,First Class,CUS-5347,Customer_327,Consumer,Central,Office Supplies,Pens,Pens_656,495.65,4,0.25,19.34
ORD-62923,2025-02-15,2025-02-19,Same Day,CUS-1858,Customer_328,Home Office,East,Office Supplies,Storage,Storage_769,376.14,2,0.15,84.46
ORD-25713,2024-12-19,2024-12-24,Same Day,CUS-3076,Customer_329,Corporate,Central,Technology,Accessories,Accessories_501,3712.93,1,0.2,175.24
ORD-84668,2025-07-09,2025-07-10,Standard Class,CUS-7897,Customer_330,Corporate,Central,Technology,Accessories,Accessories_237,4754.05,3,0.3,-68.16
ORD-42271,2022-11-27,2022-12-03,Standard Class,CUS-9619,Customer_331,Consumer,West,Furniture,Chairs,Chairs_506,688.52,8,0.25,140.74
ORD-85880,2023-10-24,2023-10-25,Same Day,CUS-2862,Customer_332,Corporate,East,Furniture,Chairs,Chairs_778,1740.09,1,0.15,393.81
ORD-87924,2025-08-27,2025-09-03,First Class,CUS-2041,Customer_333,Consumer,West,Technology,Computers,Computers_875,4899.25,8,0.1,884.79
ORD-15209,2025-04-14,2025-04-20,Second Class,CUS-8802,Customer_334,Home Office,East,Office Supplies,Binders,Binders_556,90.99,10,0.2,14.99
ORD-91183,2024-09-16,2024-09-21,Same Day,CUS-8344,Customer_335,Consumer,Central,Technology,Computers,Computers_679,3516.25,1,0.2,329.1
ORD-20745,2023-05-22,2023-05-27,Standard Class,CUS-6931,Customer_336,Consumer,Central,Office Supplies,Binders,Binders_853,297.05,4,0.15,50.42
ORD-64948,2023-02-03,2023-02-05,First Class,CUS-9408,Customer_337,Consumer,South,Office Supplies,Storage,Storage_467,297.37,3,0.25,37.77
ORD-96163,2024-01-14,2024-01-21,Same Day,CUS-2786,Customer_338,Consumer,East,Technology,Computers,Computers_879,3503.47,1,0.25,319.42
ORD-86503,2025-07-08,2025-07-11,Same Day,CUS-8405,Customer_339,Home Office,West,Furniture,Tables,Tables_164,2795.89,3,0.2,760.4
ORD-84085,2023-02-11,2023-02-12,First Class,CUS-9254,Customer_340,Home Office,South,Furniture,Bookcases,Bookcases_339,2369.49,1,0.3,-107.06
ORD-78522,2024-06-04,2024-06-09,Same Day,CUS-4629,Customer_341,Corporate,South,Technology,Computers,Computers_630,327.87,5,0.25,68.74
ORD-51467,2023-01-14,2023-01-16,First Class,CUS-1710,Customer_342,Home Office,South,Furniture,Furnishings,Furnishings_580,2572.91,2,0.1,224.65
ORD-44179,2024-08-13,2024-08-14,Second Class,CUS-9543,Customer_343,Home Office,West,Furniture,Chairs,Chairs_140,754.07,8,0.0,255.83
ORD-36772,2024-01-06,2024-01-11,First Class,CUS-5941,Customer_344,Corporate,South,Office Supplies,Pens,Pens_205,194.69,10,0.3,26.24
ORD-97782,2023-08-30,2023-09-06,First Class,CUS-8504,Customer_345,Home Office,West,Office Supplies,Art,Art_748,236.25,3,0.3,47.95
ORD-51180,2025-01-31,2025-02-01,First Class,CUS-1510,Customer_346,Consumer,South,Furniture,Bookcases,Bookcases_692,1494.63,10,0.25,6.36
ORD-41285,2024-07-12,2024-07-14,Same Day,CUS-1996,Customer_347,Consumer,West,Office Supplies,Art,Art_278,223.24,2,0.1,48.6
ORD-44814,2024-03-14,2024-03-19,Same Day,CUS-8847,Customer_348,Corporate,Central,Furniture,Furnishings,Furnishings_474,2818.32,2,0.25,353.21
ORD-61876,2025-01-12,2025-01-18,First Class,CUS-7580,Customer_349,Corporate,Central,Office Supplies,Paper,Paper_629,355.95,2,0.2,75.41
ORD-27154,2024-09-17,2024-09-21,Same Day,CUS-7984,Customer_350,Corporate,Central,Furniture,Furnishings,Furnishings_328,1930.39,8,0.1,405.94
ORD-98039,2023-08-21,2023-08-28,Standard Class,CUS-2768,Customer_351,Consumer,Central,Office Supplies,Storage,Storage_461,34.42,10,0.3,3.86
ORD-94607,2023-04-17,2023-04-22,Standard Class,CUS-9032,Customer_352,Home Office,Central,Furniture,Furnishings,Furnishings_911,2721.35,10,0.3,214.66
ORD-49321,2024-10-16,2024-10-17,Same Day,CUS-8267,Customer_353,Consumer,South,Furniture,Chairs,Chairs_613,2737.23,4,0.2,253.61
ORD-69929,2023-05-27,2023-05-31,Same Day,CUS-2204,Customer_354,Corporate,South,Technology,Copiers,Copiers_269,3912.05,2,0.15,663.79
ORD-51441,2024-02-26,2024-03-04,First Class,CUS-2323,Customer_355,Home Office,South,Technology,Phones,Phones_626,84.79,4,0.3,-1.23
ORD-19508,2023-04-12,2023-04-15,Second Class,CUS-6277,Customer_356,Home Office,West,Office Supplies,Pens,Pens_316,38.07,7,0.25,10.03
ORD-11220,2025-01-28,2025-02-04,Same Day,CUS-3430,Customer_357,Consumer,West,Technology,Computers,Computers_261,1164.86,6,0.25,220.54
ORD-70068,2024-09-06,2024-09-07,Standard Class,CUS-2076,Customer_358,Corporate,West,Furniture,Chairs,Chairs_776,480.91,7,0.2,137.42
